epoch,loss,val_loss,acc,val_acc,val_f1
1,1.2512656417124126,0.9989463994900386,0.4133486472690148,0.5501637392080977,0.5564294215385699
2,0.7823758359162175,0.535558950138234,0.585375191424196,0.7124144090503126,0.7112371096615987
3,0.5860778218819475,0.3918161457049705,0.6696018376722818,0.7767192616850253,0.7789119582964684
4,0.4784133520661568,0.2892809290815854,0.7178407350689127,0.8240547782077999,0.8223151308161871
5,0.39385870650068533,0.30307638598827735,0.7533180193976519,0.8416195296219113,0.8421913142424932
6,0.339584349637509,0.21029652953369632,0.7760336906584993,0.8701994641262281,0.8697439873001662
7,0.3020209755577451,0.2052742641236234,0.7993874425727412,0.8868710925870795,0.8843379986096744
8,0.2625553299026678,0.1835922683366031,0.8205717202654416,0.8961000297707651,0.8954817193521453
9,0.23550089781400652,0.16273845086883132,0.8293772332822869,0.9032450133968443,0.9039382987697228
10,0.21209690620913646,0.22068626105243483,0.8458397141398672,0.8990771062816314,0.9007226293970542
11,0.18512494055012582,0.12035326320238666,0.8639612046962736,0.9187258112533492,0.917547171516151
12,0.18134101416454745,0.1303240801760001,0.8638335885655947,0.9178326883000893,0.9177502695085799
13,0.1624831319023969,0.09542978539965198,0.8737876467585503,0.929443286692468,0.9285331424123382
14,0.14599293323651868,0.11919366842703312,0.8820826952526799,0.9205120571598691,0.9205975248580681
15,0.14521578746914332,0.1242797712384518,0.8815722307299643,0.9220005954153022,0.9215610496356397
16,0.13332331233161349,0.09479721376264934,0.8911434405308831,0.9300387019946412,0.9298489357816963
17,0.1309978365498994,0.0976823640718413,0.8977794793261868,0.9339089014587675,0.9336305719250486
18,0.13151326447497216,0.08499033407279058,0.8868044920877999,0.9291455790413814,0.9283302382986448
19,0.1337841376251237,0.07769991005254616,0.8915262889229199,0.9324203632033343,0.9319674526691997
20,0.12231242809734516,0.09771986205125271,0.8988004083716181,0.9291455790413814,0.9287080732416447
21,0.12899062475522183,0.1392674007673382,0.8938233792751403,0.9240845489729086,0.923960217531455
